sku,tipo_produto,data,prazo_entrega,tempo_entrega,nivel_estoque,qtd_vendida,preco_unitario,receita,otd_flag
SKU1422,OPME,2023-11-23,1.0,1.0,210,54,12000,648000,1
SKU1423,Cosméticos Médicos,2023-11-24,3.3,4.2,191,54,150,8100,0
SKU1424,Cosméticos Médicos,2023-11-25,1.8,1.8,180,45,150,6750,1
SKU1425,Endoscópios,2023-11-26,2.6,3.8,217,57,5000,285000,0
SKU1426,Medicamentos,2023-11-27,1.0,1.1,204,29,80,2320,0
SKU1427,Cosméticos Médicos,2023-11-28,2.3,5.5,170,25,150,3750,0
SKU1428,OPME,2023-11-29,1.0,1.0,218,30,12000,360000,1
SKU1429,Endoscópios,2023-11-30,2.4,1.3,175,44,5000,220000,1
SKU1430,Endoscópios,2023-12-01,1.4,1.9,193,55,5000,275000,0
SKU1431,OPME,2023-12-02,1.5,1.0,217,52,12000,624000,1
SKU1432,Medicamentos,2023-12-03,1.0,1.5,227,62,80,4960,0
SKU1433,OPME,2023-12-04,1.0,1.0,208,47,12000,564000,1
SKU1434,Medicamentos,2023-12-05,1.9,1.0,197,34,80,2720,1
SKU1435,OPME,2023-12-06,1.0,1.0,223,41,12000,492000,1
SKU1436,OPME,2023-12-07,1.4,2.1,191,21,12000,252000,0
SKU1437,Suturas,2023-12-08,1.0,1.0,190,20,50,1000,1
SKU1438,Endoscópios,2023-12-09,2.4,1.6,204,48,5000,240000,1
SKU1439,OPME,2023-12-10,1.0,1.7,171,32,12000,384000,0
SKU1440,OPME,2023-12-11,1.5,1.0,209,43,12000,516000,1
SKU1441,Cosméticos Médicos,2023-12-12,1.9,2.0,197,41,150,6150,0
SKU1442,Endoscópios,2023-12-13,1.0,1.0,194,30,5000,150000,1
SKU1443,Cosméticos Médicos,2023-12-14,1.9,1.0,170,33,150,4950,1
SKU1444,Endoscópios,2023-12-15,1.5,2.4,220,42,5000,210000,0
SKU1445,Cosméticos Médicos,2023-12-16,1.0,1.0,185,32,150,4800,1
SKU1446,OPME,2023-12-17,1.0,1.0,209,55,12000,660000,1
SKU1447,OPME,2023-12-18,1.0,1.0,214,40,12000,480000,1
SKU1448,Suturas,2023-12-19,1.9,3.7,210,46,50,2300,0
SKU1449,Cosméticos Médicos,2023-12-20,1.0,1.0,209,58,150,8700,1
SKU1450,Medicamentos,2023-12-21,1.1,2.4,215,58,80,4640,0
SKU1451,Suturas,2023-12-22,1.0,1.8,183,50,50,2500,0
SKU1452,Cosméticos Médicos,2023-12-23,2.0,1.7,224,34,150,5100,1
SKU1453,Cosméticos Médicos,2023-12-24,1.0,1.0,216,23,150,3450,1
SKU1454,Suturas,2023-12-25,1.0,3.5,184,28,50,1400,0
SKU1455,OPME,2023-12-26,1.8,1.0,193,30,12000,360000,1
SKU1456,Cosméticos Médicos,2023-12-27,1.5,1.0,178,50,150,7500,1
SKU1457,OPME,2023-12-28,1.2,1.8,198,45,12000,540000,0
SKU1458,Suturas,2023-12-29,2.1,1.8,181,21,50,1050,1
SKU1459,OPME,2023-12-30,1.0,1.0,190,24,12000,288000,1
SKU1460,Endoscópios,2023-12-31,2.2,1.0,204,26,5000,130000,1
SKU1461,Medicamentos,2024-01-01,1.9,1.2,201,45,80,3600,1
SKU1462,Cosméticos Médicos,2024-01-02,1.0,1.0,215,53,150,7950,1
SKU1463,Medicamentos,2024-01-03,1.0,1.0,188,51,80,4080,1
SKU1464,OPME,2024-01-04,1.0,1.9,192,55,12000,660000,0
SKU1465,Cosméticos Médicos,2024-01-05,1.0,1.6,199,27,150,4050,0
SKU1466,OPME,2024-01-06,1.2,1.0,219,35,12000,420000,1
SKU1467,Endoscópios,2024-01-07,3.2,3.3,228,33,5000,165000,0
SKU1468,Suturas,2024-01-08,3.0,5.0,191,32,50,1600,0
SKU1469,Cosméticos Médicos,2024-01-09,1.0,1.0,193,54,150,8100,1
SKU1470,Endoscópios,2024-01-10,2.0,2.4,200,43,5000,215000,0
SKU1471,Endoscópios,2024-01-11,3.1,2.7,200,49,5000,245000,1
SKU1472,Cosméticos Médicos,2024-01-12,1.6,1.0,195,38,150,5700,1
SKU1473,OPME,2024-01-13,2.3,1.0,184,19,12000,228000,1
SKU1474,Endoscópios,2024-01-14,4.1,5.5,210,23,5000,115000,0
SKU1475,Medicamentos,2024-01-15,2.5,3.4,207,42,80,3360,0
SKU1476,Endoscópios,2024-01-16,1.5,2.5,204,49,5000,245000,0
SKU1477,OPME,2024-01-17,2.3,1.4,199,28,12000,336000,1
SKU1478,OPME,2024-01-18,1.0,2.8,200,48,12000,576000,0
SKU1479,Medicamentos,2024-01-19,1.0,1.0,209,54,80,4320,1
SKU1480,Endoscópios,2024-01-20,1.0,2.1,211,38,5000,190000,0
SKU1481,OPME,2024-01-21,3.0,2.1,235,58,12000,696000,1
SKU1482,Cosméticos Médicos,2024-01-22,1.0,1.0,198,35,150,5250,1
SKU1483,Suturas,2024-01-23,3.7,6.1,199,46,50,2300,0
SKU1484,Suturas,2024-01-24,2.1,3.6,232,58,50,2900,0
SKU1485,Suturas,2024-01-25,1.0,1.0,194,57,50,2850,1
SKU1486,Endoscópios,2024-01-26,1.7,1.9,192,32,5000,160000,0
SKU1487,Medicamentos,2024-01-27,1.0,1.0,218,39,80,3120,1
SKU1488,OPME,2024-01-28,1.6,4.7,193,25,12000,300000,0
SKU1489,Cosméticos Médicos,2024-01-29,2.3,4.1,198,27,150,4050,0
SKU1490,Cosméticos Médicos,2024-01-30,1.0,1.2,199,47,150,7050,0
SKU1491,Endoscópios,2024-01-31,1.3,1.6,181,51,5000,255000,0
SKU1492,Suturas,2024-02-01,4.3,7.6,196,35,50,1750,0
SKU1493,Endoscópios,2024-02-02,1.0,1.2,195,26,5000,130000,0
SKU1494,Medicamentos,2024-02-03,1.0,1.0,185,29,80,2320,1
SKU1495,Medicamentos,2024-02-04,3.2,2.8,199,38,80,3040,1
SKU1496,OPME,2024-02-05,3.6,2.4,211,33,12000,396000,1
SKU1497,OPME,2024-02-06,1.0,1.0,220,32,12000,384000,1
SKU1498,Medicamentos,2024-02-07,2.5,2.8,226,55,80,4400,0
SKU1499,Medicamentos,2024-02-08,3.0,2.3,200,20,80,1600,1
SKU1500,Medicamentos,2024-02-09,1.0,2.3,179,37,80,2960,0
SKU1501,Endoscópios,2024-02-10,1.0,1.0,185,47,5000,235000,1
SKU1502,Medicamentos,2024-02-11,2.8,1.1,223,34,80,2720,1
SKU1503,Cosméticos Médicos,2024-02-12,3.5,3.5,210,46,150,6900,1
SKU1504,Suturas,2024-02-13,2.2,1.6,223,52,50,2600,1
SKU1505,Medicamentos,2024-02-14,1.0,1.0,206,47,80,3760,1
SKU1506,Suturas,2024-02-15,4.4,6.6,219,41,50,2050,0
SKU1507,Endoscópios,2024-02-16,1.0,1.8,207,35,5000,175000,0
SKU1508,Suturas,2024-02-17,1.0,1.0,221,59,50,2950,1
SKU1509,Endoscópios,2024-02-18,1.6,1.8,202,50,5000,250000,0
SKU1510,Cosméticos Médicos,2024-02-19,3.3,1.3,225,36,150,5400,1
SKU1511,Endoscópios,2024-02-20,2.4,3.7,188,22,5000,110000,0
SKU1512,Endoscópios,2024-02-21,1.7,2.7,212,24,5000,120000,0
SKU1513,OPME,2024-02-22,1.4,1.7,188,22,12000,264000,0
SKU1514,Medicamentos,2024-02-23,1.1,1.1,214,46,80,3680,1
SKU1515,Medicamentos,2024-02-24,1.8,2.5,222,24,80,1920,0
SKU1516,Cosméticos Médicos,2024-02-25,1.0,1.0,201,33,150,4950,1
SKU1517,Cosméticos Médicos,2024-02-26,1.0,1.0,198,49,150,7350,1
SKU1518,Medicamentos,2024-02-27,1.4,1.6,201,31,80,2480,0
SKU1519,OPME,2024-02-28,1.0,1.0,189,47,12000,564000,1
SKU1520,Medicamentos,2024-02-29,1.6,1.0,203,50,80,4000,1
SKU1521,OPME,2024-03-01,1.0,1.0,183,27,12000,324000,1
SKU1522,Cosméticos Médicos,2024-03-02,3.6,5.3,208,51,150,7650,0
SKU1523,Suturas,2024-03-03,3.8,4.9,200,49,50,2450,0
SKU1524,Cosméticos Médicos,2024-03-04,1.0,1.0,228,40,150,6000,1
SKU1525,Cosméticos Médicos,2024-03-05,1.0,1.0,206,29,150,4350,1
SKU1526,Endoscópios,2024-03-06,1.0,1.0,187,38,5000,190000,1
SKU1527,Endoscópios,2024-03-07,1.0,1.0,204,57,5000,285000,1
SKU1528,Endoscópios,2024-03-08,1.4,1.0,206,46,5000,230000,1
SKU1529,Endoscópios,2024-03-09,1.0,1.9,209,28,5000,140000,0
SKU1530,OPME,2024-03-10,1.0,1.0,211,49,12000,588000,1
SKU1531,Medicamentos,2024-03-11,1.9,3.0,188,34,80,2720,0
SKU1532,Suturas,2024-03-12,2.3,1.4,195,42,50,2100,1
SKU1533,Cosméticos Médicos,2024-03-13,1.0,1.0,215,53,150,7950,1
SKU1534,OPME,2024-03-14,2.0,2.4,204,41,12000,492000,0
SKU1535,Suturas,2024-03-15,1.0,1.2,189,49,50,2450,0
SKU1536,OPME,2024-03-16,1.1,1.0,209,51,12000,612000,1
SKU1537,OPME,2024-03-17,1.9,1.7,190,42,12000,504000,1
SKU1538,Cosméticos Médicos,2024-03-18,1.0,1.0,192,24,150,3600,1
SKU1539,Medicamentos,2024-03-19,1.7,1.3,190,50,80,4000,1
SKU1540,Endoscópios,2024-03-20,1.0,1.9,209,60,5000,300000,0
SKU1541,Medicamentos,2024-03-21,1.0,1.9,178,22,80,1760,0
SKU1542,Cosméticos Médicos,2024-03-22,1.0,1.0,179,35,150,5250,1
SKU1543,Cosméticos Médicos,2024-03-23,1.0,1.0,178,27,150,4050,1
SKU1544,Cosméticos Médicos,2024-03-24,1.0,1.7,220,55,150,8250,0
SKU1545,Suturas,2024-03-25,1.0,1.0,174,42,50,2100,1
SKU1546,Medicamentos,2024-03-26,1.0,1.0,200,25,80,2000,1
SKU1547,Medicamentos,2024-03-27,1.0,1.7,204,56,80,4480,0
SKU1548,OPME,2024-03-28,1.0,1.0,205,27,12000,324000,1
SKU1549,OPME,2024-03-29,1.0,2.0,163,42,12000,504000,0
SKU1550,OPME,2024-03-30,1.0,1.0,181,34,12000,408000,1
SKU1551,Cosméticos Médicos,2024-03-31,1.7,1.0,203,33,150,4950,1
SKU1552,Medicamentos,2024-04-01,2.3,2.7,225,29,80,2320,0
SKU1553,Cosméticos Médicos,2024-04-02,1.0,1.0,205,27,150,4050,1
SKU1554,Suturas,2024-04-03,1.0,1.0,213,49,50,2450,1
SKU1555,OPME,2024-04-04,1.0,1.0,217,45,12000,540000,1
SKU1556,Cosméticos Médicos,2024-04-05,1.0,4.4,220,27,150,4050,0
SKU1557,Cosméticos Médicos,2024-04-06,1.0,1.0,191,23,150,3450,1
SKU1558,Suturas,2024-04-07,1.0,1.4,213,24,50,1200,0
SKU1559,Endoscópios,2024-04-08,1.0,1.0,188,46,5000,230000,1
SKU1560,Medicamentos,2024-04-09,1.0,1.0,222,53,80,4240,1
SKU1561,Endoscópios,2024-04-10,1.4,1.3,202,22,5000,110000,1
SKU1562,OPME,2024-04-11,1.6,1.0,199,42,12000,504000,1
SKU1563,Cosméticos Médicos,2024-04-12,1.0,1.0,224,26,150,3900,1
SKU1564,Suturas,2024-04-13,1.0,1.0,197,55,50,2750,1
SKU1565,Suturas,2024-04-14,1.0,1.0,200,56,50,2800,1
SKU1566,Medicamentos,2024-04-15,1.0,1.0,201,48,80,3840,1
SKU1567,Endoscópios,2024-04-16,1.0,1.0,200,57,5000,285000,1
SKU1568,Medicamentos,2024-04-17,1.9,2.6,185,48,80,3840,0
SKU1569,Cosméticos Médicos,2024-04-18,1.0,1.0,211,56,150,8400,1
SKU1570,Medicamentos,2024-04-19,1.0,1.0,205,43,80,3440,1
SKU1571,Suturas,2024-04-20,1.9,3.7,207,33,50,1650,0
SKU1572,Suturas,2024-04-21,1.7,3.1,195,27,50,1350,0
SKU1573,OPME,2024-04-22,4.7,3.2,206,34,12000,408000,1
SKU1574,OPME,2024-04-23,1.2,1.0,185,41,12000,492000,1
SKU1575,Cosméticos Médicos,2024-04-24,1.0,1.0,205,27,150,4050,1
SKU1576,Endoscópios,2024-04-25,1.0,1.0,209,31,5000,155000,1
SKU1577,Medicamentos,2024-04-26,1.0,1.0,186,36,80,2880,1
SKU1578,Cosméticos Médicos,2024-04-27,1.0,1.0,201,29,150,4350,1
SKU1579,OPME,2024-04-28,1.0,1.0,192,41,12000,492000,1
SKU1580,Medicamentos,2024-04-29,2.4,4.5,184,52,80,4160,0
SKU1581,OPME,2024-04-30,1.0,1.0,213,53,12000,636000,1
SKU1582,Medicamentos,2024-05-01,1.0,2.0,180,41,80,3280,0
SKU1583,Endoscópios,2024-05-02,1.0,1.0,222,48,5000,240000,1
SKU1584,Cosméticos Médicos,2024-05-03,3.6,4.6,205,40,150,6000,0
SKU1585,Medicamentos,2024-05-04,1.0,1.0,202,27,80,2160,1
SKU1586,Suturas,2024-05-05,4.1,6.3,207,57,50,2850,0
SKU1587,Suturas,2024-05-06,2.6,3.3,240,35,50,1750,0
SKU1588,Medicamentos,2024-05-07,1.7,3.7,209,24,80,1920,0
SKU1589,Medicamentos,2024-05-08,1.6,1.0,186,46,80,3680,1
SKU1590,Medicamentos,2024-05-09,1.6,2.5,200,27,80,2160,0
SKU1591,Suturas,2024-05-10,1.0,1.0,218,38,50,1900,1
SKU1592,Suturas,2024-05-11,1.0,1.1,213,22,50,1100,0
SKU1593,Medicamentos,2024-05-12,2.3,2.0,212,27,80,2160,1
SKU1594,OPME,2024-05-13,1.0,1.0,215,28,12000,336000,1
SKU1595,OPME,2024-05-14,1.0,1.0,202,22,12000,264000,1
SKU1596,Endoscópios,2024-05-15,1.0,1.0,199,46,5000,230000,1
SKU1597,Cosméticos Médicos,2024-05-16,3.6,3.9,184,49,150,7350,0
SKU1598,OPME,2024-05-17,2.6,1.9,208,36,12000,432000,1
SKU1599,Suturas,2024-05-18,1.3,3.0,164,45,50,2250,0
SKU1600,OPME,2024-05-19,2.1,2.9,227,32,12000,384000,0
SKU1601,Endoscópios,2024-05-20,1.0,1.0,204,33,5000,165000,1
SKU1602,Endoscópios,2024-05-21,1.0,1.0,219,28,5000,140000,1
SKU1603,Cosméticos Médicos,2024-05-22,1.0,1.0,208,46,150,6900,1
SKU1604,OPME,2024-05-23,3.0,3.0,207,38,12000,456000,1
SKU1605,Suturas,2024-05-24,1.0,2.3,215,47,50,2350,0
SKU1606,Suturas,2024-05-25,1.0,1.0,199,50,50,2500,1
SKU1607,Medicamentos,2024-05-26,1.0,1.0,192,40,80,3200,1
SKU1608,Suturas,2024-05-27,4.3,5.3,195,43,50,2150,0
SKU1609,Cosméticos Médicos,2024-05-28,3.4,2.3,225,64,150,9600,1
SKU1610,Cosméticos Médicos,2024-05-29,4.3,6.4,205,32,150,4800,0
SKU1611,Suturas,2024-05-30,1.2,1.0,194,33,50,1650,1
SKU1612,Suturas,2024-05-31,1.8,1.4,196,47,50,2350,1
SKU1613,Medicamentos,2024-06-01,1.0,1.0,225,50,80,4000,1
SKU1614,Suturas,2024-06-02,3.6,6.1,179,24,50,1200,0
SKU1615,Medicamentos,2024-06-03,1.0,1.0,197,34,80,2720,1
SKU1616,Medicamentos,2024-06-04,1.3,3.1,205,39,80,3120,0
SKU1617,Suturas,2024-06-05,1.0,1.0,201,36,50,1800,1
SKU1618,Endoscópios,2024-06-06,1.0,1.0,192,26,5000,130000,1
SKU1619,Endoscópios,2024-06-07,1.0,1.0,199,56,5000,280000,1
SKU1620,Medicamentos,2024-06-08,1.0,1.0,219,55,80,4400,1
SKU1621,Suturas,2024-06-09,1.0,1.5,223,43,50,2150,0
SKU1622,Endoscópios,2024-06-10,1.0,1.0,189,44,5000,220000,1
SKU1623,Suturas,2024-06-11,2.7,7.5,222,62,50,3100,0
SKU1624,Suturas,2024-06-12,1.0,1.0,223,28,50,1400,1
SKU1625,Suturas,2024-06-13,1.7,2.6,233,34,50,1700,0
SKU1626,OPME,2024-06-14,2.5,3.5,209,43,12000,516000,0
SKU1627,Suturas,2024-06-15,1.0,4.4,199,51,50,2550,0
SKU1628,OPME,2024-06-16,1.0,1.0,209,22,12000,264000,1
SKU1629,Medicamentos,2024-06-17,1.0,2.1,202,59,80,4720,0
SKU1630,Endoscópios,2024-06-18,2.9,3.4,234,44,5000,220000,0
SKU1631,Endoscópios,2024-06-19,1.4,1.3,186,31,5000,155000,1
SKU1632,Endoscópios,2024-06-20,1.0,1.0,196,31,5000,155000,1
SKU1633,Endoscópios,2024-06-21,1.8,1.0,200,26,5000,130000,1
SKU1634,Endoscópios,2024-06-22,1.0,1.0,209,53,5000,265000,1
SKU1635,Endoscópios,2024-06-23,2.1,1.0,177,51,5000,255000,1
SKU1636,Endoscópios,2024-06-24,1.7,1.8,184,33,5000,165000,0
SKU1637,Medicamentos,2024-06-25,1.0,1.0,189,54,80,4320,1
SKU1638,Suturas,2024-06-26,1.0,1.0,194,51,50,2550,1
SKU1639,Cosméticos Médicos,2024-06-27,1.0,1.0,181,35,150,5250,1
SKU1640,OPME,2024-06-28,1.5,1.3,182,42,12000,504000,1
SKU1641,Cosméticos Médicos,2024-06-29,2.8,2.1,222,41,150,6150,1
SKU1642,Cosméticos Médicos,2024-06-30,1.0,4.7,199,42,150,6300,0
SKU1643,Suturas,2024-07-01,2.1,5.0,201,22,50,1100,0
SKU1644,Suturas,2024-07-02,1.0,1.0,203,48,50,2400,1
SKU1645,Suturas,2024-07-03,1.0,1.1,179,19,50,950,0
SKU1646,Endoscópios,2024-07-04,1.1,1.0,197,51,5000,255000,1
SKU1647,Medicamentos,2024-07-05,1.0,1.0,213,56,80,4480,1
SKU1648,Endoscópios,2024-07-06,1.0,1.0,178,26,5000,130000,1
SKU1649,Medicamentos,2024-07-07,1.0,1.0,219,36,80,2880,1
SKU1650,Medicamentos,2024-07-08,1.4,1.0,215,42,80,3360,1
SKU1651,Cosméticos Médicos,2024-07-09,1.0,2.2,204,44,150,6600,0
SKU1652,Cosméticos Médicos,2024-07-10,1.0,1.0,194,30,150,4500,1
SKU1653,Medicamentos,2024-07-11,1.0,1.0,200,43,80,3440,1
SKU1654,Medicamentos,2024-07-12,1.0,1.0,185,29,80,2320,1
SKU1655,Endoscópios,2024-07-13,1.8,2.7,214,23,5000,115000,0
SKU1656,Endoscópios,2024-07-14,1.0,1.0,213,21,5000,105000,1
SKU1657,Cosméticos Médicos,2024-07-15,1.0,1.0,189,22,150,3300,1
SKU1658,Suturas,2024-07-16,1.0,1.0,221,57,50,2850,1
SKU1659,Medicamentos,2024-07-17,3.1,5.5,218,63,80,5040,0
SKU1660,Endoscópios,2024-07-18,1.0,1.0,220,40,5000,200000,1
SKU1661,Cosméticos Médicos,2024-07-19,1.6,2.5,206,41,150,6150,0
SKU1662,Endoscópios,2024-07-20,1.3,1.0,169,21,5000,105000,1
SKU1663,Medicamentos,2024-07-21,1.0,1.0,200,42,80,3360,1
SKU1664,Medicamentos,2024-07-22,2.2,1.3,200,25,80,2000,1
SKU1665,OPME,2024-07-23,1.0,1.0,185,41,12000,492000,1
SKU1666,Suturas,2024-07-24,2.2,1.4,184,52,50,2600,1
SKU1667,OPME,2024-07-25,6.6,4.6,247,34,12000,408000,1
SKU1668,Cosméticos Médicos,2024-07-26,1.0,1.0,190,48,150,7200,1
SKU1669,Endoscópios,2024-07-27,3.7,2.4,204,21,5000,105000,1
SKU1670,Cosméticos Médicos,2024-07-28,1.0,1.6,213,37,150,5550,0
SKU1671,Medicamentos,2024-07-29,1.4,2.3,188,22,80,1760,0
SKU1672,OPME,2024-07-30,1.0,1.0,228,38,12000,456000,1
SKU1673,OPME,2024-07-31,1.0,1.0,208,28,12000,336000,1
SKU1674,OPME,2024-08-01,1.0,1.0,197,34,12000,408000,1
SKU1675,Cosméticos Médicos,2024-08-02,1.5,1.0,186,34,150,5100,1
SKU1676,Medicamentos,2024-08-03,1.0,1.0,204,32,80,2560,1
SKU1677,Endoscópios,2024-08-04,2.2,3.8,212,49,5000,245000,0
SKU1678,Endoscópios,2024-08-05,1.0,1.0,193,54,5000,270000,1
SKU1679,Cosméticos Médicos,2024-08-06,1.0,1.0,179,32,150,4800,1
SKU1680,OPME,2024-08-07,1.0,1.0,183,25,12000,300000,1
SKU1681,Suturas,2024-08-08,3.3,3.4,206,31,50,1550,0
SKU1682,Cosméticos Médicos,2024-08-09,1.0,1.0,222,60,150,9000,1
SKU1683,Cosméticos Médicos,2024-08-10,1.5,3.5,191,40,150,6000,0
SKU1684,Medicamentos,2024-08-11,1.0,1.1,198,37,80,2960,0
SKU1685,Endoscópios,2024-08-12,2.2,2.7,208,27,5000,135000,0
SKU1686,Cosméticos Médicos,2024-08-13,2.0,1.0,190,36,150,5400,1
SKU1687,Cosméticos Médicos,2024-08-14,3.8,4.1,196,30,150,4500,0
SKU1688,OPME,2024-08-15,1.0,1.9,214,61,12000,732000,0
SKU1689,OPME,2024-08-16,1.7,1.0,189,52,12000,624000,1
SKU1690,Suturas,2024-08-17,1.5,4.2,200,23,50,1150,0
SKU1691,Medicamentos,2024-08-18,2.9,4.9,184,37,80,2960,0
SKU1692,Suturas,2024-08-19,1.0,2.9,197,28,50,1400,0
SKU1693,OPME,2024-08-20,1.8,1.7,213,38,12000,456000,1
SKU1694,Endoscópios,2024-08-21,1.0,1.8,203,55,5000,275000,0
SKU1695,OPME,2024-08-22,1.0,2.5,214,43,12000,516000,0
SKU1696,Medicamentos,2024-08-23,1.1,1.8,209,34,80,2720,0
SKU1697,OPME,2024-08-24,1.1,1.0,191,27,12000,324000,1
SKU1698,Medicamentos,2024-08-25,1.0,1.0,199,51,80,4080,1
SKU1699,Medicamentos,2024-08-26,1.3,1.7,189,42,80,3360,0
SKU1700,Medicamentos,2024-08-27,3.4,1.4,212,41,80,3280,1
SKU1701,Medicamentos,2024-08-28,2.5,2.3,205,29,80,2320,1
SKU1702,Medicamentos,2024-08-29,2.3,3.9,189,31,80,2480,0
SKU1703,Endoscópios,2024-08-30,1.0,1.0,188,54,5000,270000,1
SKU1704,Suturas,2024-08-31,1.0,2.4,205,41,50,2050,0
SKU1705,Cosméticos Médicos,2024-09-01,2.4,4.1,201,36,150,5400,0
SKU1706,Suturas,2024-09-02,2.7,3.1,191,39,50,1950,0
SKU1707,Medicamentos,2024-09-03,3.2,4.0,162,41,80,3280,0
SKU1708,Endoscópios,2024-09-04,1.0,1.0,210,35,5000,175000,1
SKU1709,OPME,2024-09-05,1.0,2.1,213,28,12000,336000,0
SKU1710,Endoscópios,2024-09-06,1.0,1.0,198,42,5000,210000,1
SKU1711,Medicamentos,2024-09-07,1.0,1.0,209,48,80,3840,1
SKU1712,Endoscópios,2024-09-08,2.6,3.7,181,43,5000,215000,0
SKU1713,Endoscópios,2024-09-09,1.0,1.0,193,53,5000,265000,1
SKU1714,Medicamentos,2024-09-10,2.0,2.1,206,35,80,2800,0
SKU1715,Endoscópios,2024-09-11,1.0,1.0,205,23,5000,115000,1
SKU1716,Cosméticos Médicos,2024-09-12,1.5,4.1,210,61,150,9150,0
SKU1717,Cosméticos Médicos,2024-09-13,1.0,1.0,201,37,150,5550,1
SKU1718,Endoscópios,2024-09-14,1.2,1.0,219,49,5000,245000,1
SKU1719,OPME,2024-09-15,1.0,1.0,196,45,12000,540000,1
SKU1720,Medicamentos,2024-09-16,1.0,1.0,203,42,80,3360,1
SKU1721,Cosméticos Médicos,2024-09-17,1.0,1.0,221,31,150,4650,1
SKU1722,OPME,2024-09-18,2.5,2.1,211,52,12000,624000,1
SKU1723,Endoscópios,2024-09-19,2.3,4.4,233,60,5000,300000,0
SKU1724,OPME,2024-09-20,1.4,2.2,204,42,12000,504000,0
SKU1725,Suturas,2024-09-21,3.7,6.6,193,38,50,1900,0
SKU1726,Cosméticos Médicos,2024-09-22,1.0,1.0,202,24,150,3600,1
SKU1727,Endoscópios,2024-09-23,3.7,2.0,179,20,5000,100000,1
SKU1728,Medicamentos,2024-09-24,2.4,2.1,210,35,80,2800,1
SKU1729,Endoscópios,2024-09-25,1.0,2.4,222,36,5000,180000,0
SKU1730,Medicamentos,2024-09-26,2.7,2.6,191,55,80,4400,1
SKU1731,Endoscópios,2024-09-27,1.0,1.0,197,50,5000,250000,1
SKU1732,OPME,2024-09-28,1.0,1.0,203,47,12000,564000,1
SKU1733,OPME,2024-09-29,1.0,1.0,211,42,12000,504000,1
SKU1734,OPME,2024-09-30,1.0,1.0,179,23,12000,276000,1
SKU1735,Suturas,2024-10-01,1.0,1.0,177,52,50,2600,1
SKU1736,Medicamentos,2024-10-02,2.8,1.9,217,37,80,2960,1
SKU1737,OPME,2024-10-03,1.0,1.0,226,27,12000,324000,1
SKU1738,Suturas,2024-10-04,1.9,1.3,205,40,50,2000,1
SKU1739,Medicamentos,2024-10-05,1.0,1.8,191,52,80,4160,0
SKU1740,Endoscópios,2024-10-06,1.0,1.0,222,61,5000,305000,1
SKU1741,Suturas,2024-10-07,1.8,4.7,181,18,50,900,0
SKU1742,Cosméticos Médicos,2024-10-08,1.0,1.0,199,55,150,8250,1
SKU1743,Suturas,2024-10-09,1.3,1.7,201,31,50,1550,0
SKU1744,Suturas,2024-10-10,1.0,1.0,175,18,50,900,1
SKU1745,Medicamentos,2024-10-11,4.0,1.0,214,57,80,4560,1
SKU1746,Endoscópios,2024-10-12,2.5,1.0,212,57,5000,285000,1
SKU1747,Cosméticos Médicos,2024-10-13,1.2,1.0,196,42,150,6300,1
SKU1748,OPME,2024-10-14,2.6,3.9,218,46,12000,552000,0
SKU1749,OPME,2024-10-15,1.0,1.0,202,53,12000,636000,1
SKU1750,Suturas,2024-10-16,2.2,3.7,177,45,50,2250,0
SKU1751,Medicamentos,2024-10-17,1.3,1.0,186,51,80,4080,1
SKU1752,Medicamentos,2024-10-18,1.4,1.0,207,43,80,3440,1
SKU1753,OPME,2024-10-19,2.6,3.2,196,57,12000,684000,0
SKU1754,Cosméticos Médicos,2024-10-20,2.1,2.5,206,61,150,9150,0
SKU1755,Endoscópios,2024-10-21,1.5,1.5,211,26,5000,130000,1
SKU1756,Cosméticos Médicos,2024-10-22,1.0,1.0,201,54,150,8100,1
SKU1757,Endoscópios,2024-10-23,1.0,2.1,182,36,5000,180000,0
SKU1758,OPME,2024-10-24,1.0,1.0,195,34,12000,408000,1
SKU1759,Endoscópios,2024-10-25,1.2,1.5,226,50,5000,250000,0
SKU1760,Medicamentos,2024-10-26,1.0,1.0,182,20,80,1600,1
SKU1761,Suturas,2024-10-27,5.0,10.6,194,39,50,1950,0
SKU1762,Suturas,2024-10-28,3.7,2.0,205,56,50,2800,1
SKU1763,OPME,2024-10-29,1.6,2.1,216,30,12000,360000,0
SKU1764,Medicamentos,2024-10-30,1.1,1.0,187,34,80,2720,1
SKU1765,Cosméticos Médicos,2024-10-31,1.0,1.5,202,58,150,8700,0
SKU1766,Medicamentos,2024-11-01,1.0,1.0,187,34,80,2720,1
SKU1767,Suturas,2024-11-02,1.5,2.0,194,33,50,1650,0
SKU1768,Suturas,2024-11-03,1.8,3.6,198,37,50,1850,0
SKU1769,Medicamentos,2024-11-04,1.0,3.8,211,43,80,3440,0
SKU1770,Medicamentos,2024-11-05,1.5,2.7,203,45,80,3600,0
SKU1771,Suturas,2024-11-06,1.2,1.0,199,51,50,2550,1
SKU1772,Cosméticos Médicos,2024-11-07,1.0,1.0,187,35,150,5250,1
SKU1773,OPME,2024-11-08,1.0,1.0,220,57,12000,684000,1
SKU1774,OPME,2024-11-09,1.0,1.0,228,47,12000,564000,1
SKU1775,Medicamentos,2024-11-10,3.8,3.3,216,36,80,2880,1
SKU1776,OPME,2024-11-11,1.5,2.2,195,45,12000,540000,0
